gene_set,AUROC,within_AUROC
random_209,0.8630603271013255,0.8251054442544984
random_210,0.8738730188858309,0.8443570458716336
random_211,0.8419600771883206,0.8096416410354152
random_212,0.9035145993483281,0.8776716774958253
random_213,0.9062288443896113,0.8695782375337859
random_214,0.8887032994843567,0.8528551709832963
random_215,0.8671791464996362,0.8449133944167722
random_216,0.8707601784189049,0.8287997023789758
random_217,0.8727341748125652,0.8454926303368846
random_218,0.8660719369839612,0.8357944034972907
random_219,0.8617696371516245,0.8291319161464061
random_220,0.8567144348486286,0.832178267174622
random_221,0.8560248014931511,0.8248672514513344
random_222,0.8950175571794629,0.8539784070638841
random_223,0.8932270412198285,0.8543750201872958
random_224,0.8555123216601815,0.8248543815567613
random_225,0.8543102084717346,0.8244130820607233
random_226,0.9015026414855588,0.8640444643550058
random_227,0.8789535288348992,0.8485652199854055
random_228,0.8848691911043624,0.8483552248589176
random_229,0.8646104204232704,0.8407982254644829
random_230,0.8533295371864225,0.816679636337397
random_231,0.8627123469678276,0.8162111731079333
random_232,0.8839770965803043,0.8537686613529756
random_233,0.84628768466673,0.8123862388535571
random_234,0.8792825282338427,0.8472482144565183
random_235,0.8625605010913923,0.8323554572246376
random_236,0.866192148302806,0.8295258899902914
random_237,0.879250893676252,0.8579479212859826
random_238,0.8797317389516308,0.8530817137654186
random_239,0.8357280693429502,0.8068700518119464
random_240,0.8718167726424346,0.8382965366921014
random_241,0.8735376925753693,0.836077622790994
random_242,0.875302900888931,0.8434141243495641
random_243,0.8915124481984119,0.8566044458616782
random_244,0.8723165986523679,0.8332312448832515
random_245,0.8820284078327164,0.8476626903370438
random_246,0.8807693524406062,0.8415609866156659
random_247,0.8485970073708519,0.8137933971297544
random_248,0.861086330707665,0.8209313313716639
random_249,0.8624149821264749,0.813888891921416
random_250,0.9018822561766474,0.8775774343203443
random_251,0.8819524848944987,0.8555095888497634
random_252,0.8644712283698712,0.8389549691638201
random_253,0.8589921229951599,0.8249891390509329
random_254,0.8580304324444022,0.8288993057392747
random_255,0.8727658093701559,0.831193031003407
random_256,0.8677106070671602,0.8370139098333134
random_257,0.8535066907089305,0.8356989903313942
random_258,0.8854512669640315,0.8496215217350012
random_259,0.8828888677991839,0.8424653029923002
random_260,0.8869254373477586,0.8489817048054181
random_261,0.8337920344183987,0.7978395538820989
random_262,0.8505077346493309,0.7975145097065106
random_263,0.8378412577900098,0.7871267776255982
random_264,0.8884881844927399,0.8586381112887405
random_265,0.850242004365569,0.8121495017373217
random_266,0.8455917243997343,0.8157790793475892
random_267,0.8859447660624467,0.8572357372787224
random_268,0.8651988231944576,0.8233752824848491
random_269,0.8608522349814938,0.8165456633708967
random_270,0.8725253867324666,0.8374179238236797
random_271,0.8831229635253551,0.8561425672288484
random_272,0.8605169086710323,0.8221435638113284
random_273,0.8879883584828067,0.8507255209973117
random_274,0.8788965866312359,0.8462993930992544
random_275,0.8731517509727627,0.8377183392535238
random_276,0.8662174559488786,0.8377424873085764
random_277,0.8273512384929297,0.7924482292992417
random_278,0.8572901837967796,0.8212688599790807
random_279,0.8588529309417607,0.821052611297303
random_280,0.8830533674986555,0.8518568291041112
random_281,0.8589731422606055,0.8260240136507674
random_282,0.8561829742811047,0.8229109142218405
random_283,0.8804656606877352,0.8500617374046727
random_284,0.8811426402201765,0.8469107493343996
random_285,0.8620353674353864,0.840576852411284
random_286,0.8615861567175983,0.8235153865616565
random_287,0.8413906551516876,0.7938846645401972
random_288,0.8828319255955206,0.8485859260927933
random_289,0.827945968175635,0.7940150867162322
random_290,0.8645155167504982,0.8327788939635622
random_291,0.8754610736768846,0.8419201283031249
random_292,0.8821106576824523,0.8439961491985508
random_293,0.8896270285660055,0.8627704945176374
